 8006770, 2430, 2439,    9,  60100,   5400,  24040,       0, 29440, 29259
 9006742, 2430, 2438,    8,  60100,   4800,  24040,       0, 28840, 28665
    6746, 2430, 2438,    8,  60100,   4800,  24040,       0, 28840, 28663
 1006741, 2430, 2437,    7,  60100,   4200,  24040,       0, 28240, 28072
 2006742, 2430, 2437,    7,  60100,   4200,  24040,       0, 28240, 28070
 3006744, 2430, 2436,    6,  60100,   3600,  24040,       0, 27640, 26483
 4006747, 2430, 2436,    6,  60100,   3600,  24040,       0, 27640, 27473
 5006750, 2430, 2436,    6,  60100,   3600,  24040,       0, 27640, 27475
 6006753, 2430, 2436,    6,  60100,   3600,  24040,       0, 27640, 27474
 7006757, 2430, 2435,    5,  60100,   3000,  24040,       0, 27040, 26882
 8006760, 2430, 2435,    5,  60100,   3000,  24040,       0, 27040, 26879
 9006764, 2430, 2435,    5,  60100,   3000,  24040,       0, 27040, 26882
    6768, 2430, 2435,    5,  60100,   3000,  24040,    1000, 28040, 25284
 1006766, 2430, 2434,    4,  60100,   2400,  24040,       0, 26440, 26284
 2006767, 2430, 2434,    4,  60100,   2400,  24040,       0, 26440, 26285
 3006769, 2430, 2434,    4,  60100,   2400,  24040,       0, 26440, 26284
 4006740, 2430, 2434,    4,  60100,   2400,  24040,       0, 26440, 26285
 5006742, 2430, 2434,    4,  60100,   2400,  24040,    1000, 27440, 25688
 6006750, 2430, 2433,    3,  60100,   1800,  24040,       0, 25840, 25689
 7006753, 2430, 2433,    3,  60100,   1800,  24040,       0, 25840, 25688
 8006757, 2430, 2433,    3,  60100,   1800,  24040,       0, 25840, 25684
 9006760, 2430, 2433,    3,  60100,   1800,  24040,       0, 25840, 25682
    6764, 2430, 2433,    3,  60100,   1800,  24040,       0, 25840, 25685
 1006758, 2430, 2433,    3,  60100,   1800,  24040,       0, 25840, 25683
 2006759, 2430, 2432,    2,  60100,   1200,  24040,   -1000, 24240, 26683
 3006765, 2430, 2432,    2,  60100,   1200,  24040,       0, 25240, 25092
 4006766, 2430, 2432,    2,  60100,   1200,  24040,       0, 25240, 25090
 5006768, 2430, 2432,    2,  60100,   1200,  24040,       0, 25240, 25091
 6006770, 2430, 2432,    2,  60100,   1200,  24040,       0, 25240, 25091
 7006740, 2430, 2432,    2,  60100,   1200,  24040,       0, 25240, 25091
 8006743, 2430, 2432,    2,  60100,   1200,  24040,       0, 25240, 25090
 9006746, 2430, 2432,    2,  60100,   1200,  24040,       0, 25240, 25088
    6749, 2430, 2431,    1,  60100,    600,  24040,       0, 24640, 23501
 1006741, 2430, 2431,    1,  60100,    600,  24040,       0, 24640, 24495
 2006740, 2430, 2431,    1,  60100,    600,  24040,       0, 24640, 24498
 3006740, 2430, 2431,    1,  60100,    600,  24040,       0, 24640, 24496
 4006740, 2430, 2431,    1,  60100,    600,  24040,       0, 24640, 24496
 5006741, 2430, 2431,    1,  60100,    600,  24040,       0, 24640, 24494
 6006742, 2430, 2431,    1,  60100,    600,  24040,       0, 24640, 24498
 7006743, 2430, 2431,    1,  60100,    600,  24040,       0, 24640, 24494
 8006745, 2430, 2431,    1,  60100,    600,  24040,       0, 24640, 24497
 9006746, 2430, 2431,    1,  60100,    600,  24040,       0, 24640, 24493
    6748, 2430, 2431,    1,  60100,    600,  24040,       0, 24640, 24496
 1006740, 2430, 2431,    1,  60100,    600,  24040,       0, 24640, 24495
 2006740, 2430, 2431,    1,  60100,    600,  24040,       0, 24640, 25490
 3006740, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23899
 4006768, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23901
 5006765, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23903
 6006762, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23902
 7006760, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23899
 8006757, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23902
 9006755, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23898
    6753, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23899
 1006741, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23898
 2006768, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23902
 3006764, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23902
 4006761, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23900
 5006757, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23902
 6006754, 2430, 2430,    0,  60100,      0,  24040,       0, 24040, 23902
 7006751, 2430, 2429,   -1,  60098,   -600,  24039,   -1000, 22439, 23902
 8006760, 2430, 2430,    0,  60091,      0,  24036,    1000, 25036, 23299
 9006763, 2430, 2429,   -1,  60083,   -600,  24033,   -1000, 22433, 24886
    6739, 2430, 2429,   -1,  60074,   -600,  24029,       0, 23429, 22303
 1006765, 2430, 2429,   -1,  60064,   -600,  24025,       0, 23425, 23292
 2006766, 2430, 2429,   -1,  60054,   -600,  24021,       0, 23421, 23288
 3006767, 2430, 2429,   -1,  60044,   -600,  24017,       0, 23417, 23280
 4006770, 2430, 2429,   -1,  60034,   -600,  24013,       0, 23413, 23276
 5006740, 2430, 2429,   -1,  60024,   -600,  24009,       0, 23409, 23277
 6006743, 2430, 2429,   -1,  60014,   -600,  24005,       0, 23405, 23271
 7006746, 2430, 2429,   -1,  60004,   -600,  24001,       0, 23401, 23267
 8006749, 2430, 2429,   -1,  59994,   -600,  23997,       0, 23397, 23261
 9006753, 2430, 2429,   -1,  59984,   -600,  23993,       0, 23393, 23260
    6756, 2430, 2429,   -1,  59974,   -600,  23989,       0, 23389, 23254
 1006750, 2430, 2429,   -1,  59964,   -600,  23985,       0, 23385, 23248
 2006751, 2430, 2429,   -1,  59954,   -600,  23981,       0, 23381, 23247
 3006752, 2430, 2429,   -1,  59944,   -600,  23977,       0, 23377, 23244
 4006754, 2430, 2429,   -1,  59934,   -600,  23973,       0, 23373, 23240
 5006757, 2430, 2429,   -1,  59924,   -600,  23969,       0, 23369, 23235
 6006760, 2430, 2429,   -1,  59914,   -600,  23965,       0, 23365, 23231
 7006763, 2430, 2429,   -1,  59904,   -600,  23961,       0, 23361, 23227
 8006767, 2430, 2429,   -1,  59894,   -600,  23957,       0, 23357, 23222
 9006738, 2430, 2429,   -1,  59884,   -600,  23953,       0, 23353, 23218
    6742, 2430, 2429,   -1,  59874,   -600,  23949,       0, 23349, 23216
 1006768, 2430, 2429,   -1,  59864,   -600,  23945,       0, 23345, 23210
 2006769, 2430, 2429,   -1,  59850,   -600,  23940,       0, 23340, 24198
 3006738, 2430, 2428,   -2,  59836,  -1200,  23934,       0, 22734, 22607
 4006742, 2430, 2428,   -2,  59819,  -1200,  23927,       0, 22727, 21604
 5006745, 2430, 2428,   -2,  59801,  -1200,  23920,       0, 22720, 22589
 6006749, 2430, 2428,   -2,  59783,  -1200,  23913,       0, 22713, 21588
 7006753, 2430, 2428,   -2,  59763,  -1200,  23905,       0, 22705, 22576
 8006758, 2430, 2428,   -2,  59743,  -1200,  23897,       0, 22697, 22568
 9006763, 2430, 2429,   -1,  59724,   -600,  23889,    1000, 24289, 22558
    6739, 2430, 2428,   -2,  59704,  -1200,  23881,       0, 22681, 22554
 1006766, 2430, 2428,   -2,  59684,  -1200,  23873,       0, 22673, 22545
 2006768, 2430, 2428,   -2,  59665,  -1200,  23866,       0, 22666, 22536
 3006738, 2430, 2428,   -2,  59645,  -1200,  23858,       0, 22658, 22531
 4006742, 2430, 2428,   -2,  59625,  -1200,  23850,       0, 22650, 22519
 5006746, 2430, 2428,   -2,  59605,  -1200,  23842,       0, 22642, 22512
 6006750, 2430, 2428,   -2,  59585,  -1200,  23834,       0, 22634, 22501
 7006754, 2430, 2428,   -2,  59565,  -1200,  23826,       0, 22626, 22496
 8006759, 2430, 2428,   -2,  59545,  -1200,  23818,       0, 22618, 22490
 9006764, 2430, 2428,   -2,  59525,  -1200,  23810,       0, 22610, 22479
    6768, 2430, 2428,   -2,  59505,  -1200,  23802,       0, 22602, 22471
 1006763, 2430, 2428,   -2,  59485,  -1200,  23794,       0, 22594, 22464
 2006765, 2430, 2428,   -2,  59465,  -1200,  23786,       0, 22586, 22457
 3006768, 2430, 2428,   -2,  59445,  -1200,  23778,       0, 22578, 22446
 4006739, 2430, 2428,   -2,  59425,  -1200,  23770,       0, 22570, 22440
 5006743, 2430, 2428,   -2,  59405,  -1200,  23762,       0, 22562, 22429
 6006747, 2430, 2428,   -2,  59385,  -1200,  23754,       0, 22554, 22425
 7006751, 2430, 2428,   -2,  59365,  -1200,  23746,       0, 22546, 22417
 8006756, 2430, 2428,   -2,  59345,  -1200,  23738,       0, 22538, 22410
 9006761, 2430, 2428,   -2,  59325,  -1200,  23730,       0, 22530, 22401
    6766, 2430, 2428,   -2,  59305,  -1200,  23722,       0, 22522, 22389
 1006761, 2430, 2428,   -2,  59285,  -1200,  23714,       0, 22514, 22383
 2006763, 2430, 2428,   -2,  59265,  -1200,  23706,       0, 22506, 22377
 3006766, 2430, 2428,   -2,  59245,  -1200,  23698,       0, 22498, 22368
 4006769, 2430, 2428,   -2,  59225,  -1200,  23690,       0, 22490, 22360
 5006741, 2430, 2428,   -2,  59205,  -1200,  23682,       0, 22482, 22349
 6006745, 2430, 2428,   -2,  59185,  -1200,  23674,       0, 22474, 22344
 7006749, 2430, 2428,   -2,  59165,  -1200,  23666,       0, 22466, 22337
 8006754, 2430, 2428,   -2,  59145,  -1200,  23658,       0, 22458, 22329
 9006759, 2430, 2428,   -2,  59125,  -1200,  23650,       0, 22450, 22320
    6764, 2430, 2427,   -3,  59100,  -1800,  23640,       0, 21840, 20723
 1006759, 2430, 2428,   -2,  59079,  -1200,  23631,       0, 22431, 22305
 2006761, 2430, 2428,   -2,  59055,  -1200,  23622,       0, 22422, 22290
 3006764, 2430, 2427,   -3,  59030,  -1800,  23612,       0, 21812, 20692
 4006768, 2430, 2427,   -3,  59002,  -1800,  23600,       0, 21800, 21673
 5006740, 2430, 2427,   -3,  58973,  -1800,  23589,   -1000, 20789, 23250
 6006749, 2430, 2427,   -3,  58945,  -1800,  23578,   -1000, 20778, 23248
 7006758, 2430, 2428,   -2,  58918,  -1200,  23567,    1000, 23367, 21640
 8006768, 2430, 2428,   -2,  58890,  -1200,  23556,    1000, 23356, 21630
 9006745, 2430, 2428,   -2,  58864,  -1200,  23545,       0, 22345, 23212
    6749, 2430, 2427,   -3,  58836,  -1800,  23534,       0, 21734, 21607
 1006745, 2430, 2428,   -2,  58809,  -1200,  23523,    1000, 23323, 21599
 2006751, 2430, 2428,   -2,  58783,  -1200,  23513,    1000, 23313, 21586
 3006758, 2430, 2427,   -3,  58758,  -1800,  23503,       0, 21703, 20582
 4006761, 2430, 2427,   -3,  58731,  -1800,  23492,       0, 21692, 20575
 5006765, 2430, 2427,   -3,  58707,  -1800,  23482,   -1000, 20682, 23149
 6006742, 2430, 2427,   -3,  58679,  -1800,  23471,       0, 21671, 21549
 7006747, 2430, 2428,   -2,  58653,  -1200,  23461,       0, 22261, 22136
 8006752, 2430, 2428,   -2,  58627,  -1200,  23450,    1000, 23250, 20534
 9006761, 2430, 2427,   -3,  58602,  -1800,  23440,   -1000, 20640, 23111
    6739, 2430, 2427,   -3,  58574,  -1800,  23429,       0, 21629, 21508
 1006766, 2430, 2427,   -3,  58545,  -1800,  23418,       0, 21618, 21496
 2006768, 2430, 2427,   -3,  58517,  -1800,  23406,       0, 21606, 21485
 3006739, 2430, 2427,   -3,  58489,  -1800,  23395,       0, 21595, 21472
 4006743, 2430, 2427,   -3,  58460,  -1800,  23384,   -1000, 20584, 23053
 5006751, 2430, 2427,   -3,  58436,  -1800,  23374,   -1000, 20574, 22049
 6006760, 2430, 2428,   -2,  58413,  -1200,  23365,       0, 22165, 22040
 7006765, 2430, 2428,   -2,  58388,  -1200,  23355,    1000, 23155, 20439
 8006741, 2430, 2427,   -3,  58359,  -1800,  23343,       0, 21543, 21425
 9006746, 2430, 2427,   -3,  58331,  -1800,  23332,   -1000, 20532, 23003
    6756, 2430, 2428,   -2,  58305,  -1200,  23322,    1000, 23122, 20407
 1006756, 2430, 2427,   -3,  58276,  -1800,  23310,       0, 21510, 21389
 2006758, 2430, 2428,   -2,  58247,  -1200,  23298,    1000, 23098, 21375
 3006765, 2430, 2427,   -3,  58219,  -1800,  23287,       0, 21487, 21364
 4006769, 2430, 2427,   -3,  58191,  -1800,  23276,       0, 21476, 21352
 5006741, 2430, 2427,   -3,  58162,  -1800,  23264,       0, 21464, 21343
 6006745, 2430, 2427,   -3,  58134,  -1800,  23253,       0, 21453, 20337
 7006750, 2430, 2427,   -3,  58105,  -1800,  23242,       0, 21442, 21322
 8006755, 2430, 2427,   -3,  58076,  -1800,  23230,       0, 21430, 21310
 9006760, 2430, 2427,   -3,  58047,  -1800,  23218,   -1000, 20418, 22887
    6769, 2430, 2427,   -3,  58019,  -1800,  23207,       0, 21407, 20291
 1006765, 2430, 2427,   -3,  57990,  -1800,  23196,   -1000, 20396, 22864
 2006739, 2430, 2427,   -3,  57961,  -1800,  23184,       0, 21384, 21264
 3006742, 2430, 2427,   -3,  57932,  -1800,  23172,       0, 21372, 21253
 4006746, 2430, 2427,   -3,  57903,  -1800,  23161,       0, 21361, 21241
 5006750, 2430, 2427,   -3,  57873,  -1800,  23149,       0, 21349, 21228
 6006755, 2430, 2427,   -3,  57844,  -1800,  23137,       0, 21337, 21214
 7006759, 2430, 2428,   -2,  57816,  -1200,  23126,       0, 21926, 22798
 8006764, 2430, 2427,   -3,  57786,  -1800,  23114,       0, 21314, 21191
 9006769, 2430, 2428,   -2,  57757,  -1200,  23102,    1000, 22902, 21181
    6746, 2430, 2427,   -3,  57728,  -1800,  23091,   -1000, 20291, 22762
 1006747, 2430, 2427,   -3,  57698,  -1800,  23079,       0, 21279, 21156
 2006749, 2430, 2428,   -2,  57672,  -1200,  23068,    1000, 22868, 21146
 3006757, 2430, 2427,   -3,  57642,  -1800,  23056,       0, 21256, 21132
 4006760, 2430, 2427,   -3,  57612,  -1800,  23044,       0, 21244, 21126
 5006765, 2430, 2428,   -2,  57583,  -1200,  23033,    1000, 22833, 21111
 6006741, 2430, 2427,   -3,  57555,  -1800,  23022,       0, 21222, 21099
 7006745, 2430, 2427,   -3,  57526,  -1800,  23010,       0, 21210, 21086
 8006750, 2430, 2428,   -2,  57497,  -1200,  22998,    1000, 22798, 21076
 9006760, 2430, 2427,   -3,  57467,  -1800,  22986,       0, 21186, 21066
    6765, 2430, 2427,   -3,  57438,  -1800,  22975,       0, 21175, 21057
 1006760, 2430, 2427,   -3,  57410,  -1800,  22964,   -1000, 20164, 22633
